"update_time","timestamp","date","symbol","price","change","change_percent","volume","time","diff"
"02:32:59","2025-11-22T02:32:59.000000000","22-11-2025","GOOGL","299.44","-0.22000122","-0.07341695","0","1763758980844","1"
"02:33:00","2025-11-22T02:33:00.000000000","22-11-2025","GOOGL","299.44","-0.22000122","-0.07341695","0","1763758981844","1"
"02:33:04","2025-11-22T02:33:04.000000000","22-11-2025","GOOGL","299.33","-0.3300171","-0.11013051","0","1763758985844","1"
"02:33:06","2025-11-22T02:33:06.000000000","22-11-2025","GOOGL","299.21","-0.4500122","-0.15017426","0","1763758987844","1"
"02:33:09","2025-11-22T02:33:09.000000000","22-11-2025","GOOGL","299.28","-0.38000488","-0.12681201","0","1763758991844","1"
"02:33:11","2025-11-22T02:33:11.000000000","22-11-2025","GOOGL","299.66","0.0","0.0","0","1763758992844","1"
"02:33:12","2025-11-22T02:33:12.000000000","22-11-2025","GOOGL","299.2","-0.45999146","-0.15350446","0","1763758993844","1"
"02:33:13","2025-11-22T02:33:13.000000000","22-11-2025","GOOGL","299.27","-0.39001465","-0.13015239","0","1763758994844","1"
"02:33:15","2025-11-22T02:33:15.000000000","22-11-2025","GOOGL","299.3","-0.36001587","-0.12014145","0","1763758995844","1"
"02:33:16","2025-11-22T02:33:16.000000000","22-11-2025","GOOGL","299.24","-0.42001343","-0.14016333","0","1763758997844","1"
"02:33:21","2025-11-22T02:33:21.000000000","22-11-2025","GOOGL","299.66","0.0","0.0","0","1763759002844","1"
"02:33:22","2025-11-22T02:33:22.000000000","22-11-2025","GOOGL","299.39","-0.269989","-0.09009845","0","1763759004844","1"
"02:33:25","2025-11-22T02:33:25.000000000","22-11-2025","GOOGL","299.42","-0.23999023","-0.08008751","0","1763759006844","1"
"02:33:28","2025-11-22T02:33:28.000000000","22-11-2025","GOOGL","299.39","-0.269989","-0.09009845","0","1763759009844","1"
"02:33:30","2025-11-22T02:33:30.000000000","22-11-2025","GOOGL","299.3725","-0.2875061","-0.09594411","0","1763759011844","1"
